order_id,order_date,region,city,category,product,quantity,unit_price,amount,customer
ORD20240294,2024-01-20,华北,北京,家具,沙发,10,2811.79,28117.9,张三
ORD20240156,2024-01-20,西南,昆明,家具,沙发,2,2770.01,5540.02,钱七
ORD20240500,2024-01-20,华南,深圳,办公用品,订书机,16,25.36,405.76,王五
ORD20240116,2024-01-21,西南,重庆,办公用品,订书机,20,24.69,493.8,周九
ORD20240089,2024-01-22,华南,厦门,办公用品,打印纸,19,37.07,704.33,孙八
ORD20240373,2024-01-23,华东,上海,电子产品,平板,20,2426.5,48530.0,上海智远
ORD20240229,2024-01-23,华中,郑州,办公用品,打印纸,16,34.23,547.68,深圳云端
ORD20240438,2024-01-24,华东,南京,电子产品,笔记本电脑,17,5147.28,87503.76,周九
ORD20240037,2024-01-26,华中,郑州,办公用品,打印纸,2,36.74,73.48,上海智远
ORD20240456,2024-01-26,华北,北京,家具,办公桌,15,726.83,10902.45,王五
ORD20240105,2024-01-27,华东,南京,家具,沙发,6,2964.28,17785.68,钱七
ORD20240327,2024-01-27,华东,苏州,家具,办公桌,7,805.7,5639.9,钱七
ORD20240410,2024-01-27,华南,深圳,电子产品,平板,6,2685.54,16113.24,周九
ORD20240400,2024-01-31,华南,厦门,办公用品,打印纸,14,32.45,454.3,钱七
ORD20240311,2024-01-31,华东,上海,家具,书柜,18,624.05,11232.9,李四
ORD20240034,2024-01-31,华北,北京,家具,沙发,13,2988.82,38854.66,王五
ORD20240169,2024-02-01,华北,石家庄,电子产品,平板,1,2578.18,2578.18,吴十
ORD20240206,2024-02-03,华南,厦门,办公用品,打印纸,11,37.02,407.22,孙八
ORD20240228,2024-02-04,华北,石家庄,办公用品,打印纸,12,35.16,421.92,北京华信
ORD20240422,2024-02-06,华北,天津,家具,办公桌,20,758.57,15171.4,北京华信
ORD20240170,2024-02-07,西南,重庆,办公用品,打印纸,15,34.93,523.95,李四
ORD20240240,2024-02-08,华南,厦门,家具,书柜,2,616.74,1233.48,深圳云端
ORD20240135,2024-02-08,西南,成都,办公用品,签字笔,5,4.91,24.55,吴十
ORD20240195,2024-02-09,华东,苏州,家具,书柜,6,566.59,3399.54,北京华信
ORD20240022,2024-02-10,华南,深圳,电子产品,笔记本电脑,19,5214.96,99084.24,李四
ORD20240427,2024-02-10,华中,郑州,办公用品,签字笔,10,4.78,47.8,北京华信
ORD20240008,2024-02-10,华北,石家庄,电子产品,笔记本电脑,10,5677.39,56773.9,杭州锐意
ORD20240305,2024-02-11,华中,郑州,电子产品,手机,20,3937.06,78741.2,北京华信
ORD20240075,2024-02-11,华南,广州,家具,书柜,18,578.37,10410.66,王五
ORD20240038,2024-02-11,西南,昆明,办公用品,签字笔,17,4.56,77.52,杭州锐意
ORD20240426,2024-02-12,华南,厦门,办公用品,订书机,13,24.62,320.06,深圳云端
ORD20240359,2024-02-13,华东,南京,家具,办公桌,13,766.7,9967.1,成都天启
ORD20240496,2024-02-14,华北,石家庄,家具,书柜,3,649.3,1947.9,周九
ORD20240093,2024-02-14,西南,昆明,办公用品,文件夹,8,11.57,92.56,钱七
ORD20240247,2024-02-14,华北,北京,电子产品,笔记本电脑,15,5447.25,81708.75,广州盛达
ORD20240176,2024-02-17,华南,广州,办公用品,订书机,3,22.84,68.52,周九
ORD20240097,2024-02-17,华北,石家庄,家具,沙发,1,2968.9,2968.9,钱七
ORD20240409,2024-02-17,华北,石家庄,家具,人体工学椅,9,1612.33,14510.97,深圳云端
ORD20240221,2024-02-20,华北,天津,电子产品,平板,11,2456.76,27024.36,杭州锐意
ORD20240160,2024-02-20,华南,广州,家具,沙发,12,3270.33,39243.96,深圳云端
ORD20240290,2024-02-21,华北,北京,电子产品,显示器,16,1159.27,18548.32,深圳云端
ORD20240134,2024-02-21,华北,石家庄,办公用品,文件夹,15,12.89,193.35,北京华信
ORD20240395,2024-02-22,华南,厦门,电子产品,显示器,14,1211.12,16955.68,成都天启
ORD20240104,2024-02-22,华东,南京,办公用品,签字笔,16,5.14,82.24,杭州锐意
ORD20240414,2024-02-22,西南,成都,电子产品,显示器,4,1101.44,4405.76,孙八
ORD20240203,2024-02-22,华南,厦门,家具,人体工学椅,15,1637.32,24559.8,广州盛达
ORD20240088,2024-02-22,西南,重庆,办公用品,签字笔,8,4.58,36.64,成都天启
ORD20240001,2024-02-22,华东,上海,办公用品,文件夹,5,11.39,56.95,深圳云端
ORD20240005,2024-02-22,华南,深圳,电子产品,手机,11,4147.48,45622.28,李四
ORD20240070,2024-02-24,西南,重庆,家具,人体工学椅,1,1394.27,1394.27,广州盛达
ORD20240342,2024-02-24,华南,广州,办公用品,订书机,6,26.53,159.18,李四
ORD20240154,2024-02-25,华东,苏州,家具,书柜,12,610.15,7321.8,深圳云端
ORD20240470,2024-02-26,华北,天津,电子产品,笔记本电脑,5,5112.48,25562.4,杭州锐意
ORD20240306,2024-02-27,西南,昆明,办公用品,文件夹,19,10.99,208.81,张三
ORD20240429,2024-02-29,西南,昆明,电子产品,笔记本电脑,14,5218.93,73065.02,吴十
ORD20240432,2024-03-01,华南,广州,家具,人体工学椅,9,1574.93,14174.37,广州盛达
ORD20240107,2024-03-01,华东,杭州,电子产品,平板,8,2384.29,19074.32,北京华信
ORD20240430,2024-03-02,华中,郑州,电子产品,平板,6,2686.36,16118.16,张三
ORD20240071,2024-03-03,西南,成都,电子产品,显示器,8,1092.05,8736.4,吴十
ORD20240218,2024-03-04,西南,重庆,办公用品,打印纸,17,36.48,620.16,钱七
ORD20240080,2024-03-06,华东,苏州,家具,沙发,15,3134.51,47017.65,上海智远
ORD20240209,2024-03-06,华东,南京,办公用品,订书机,11,25.72,282.92,深圳云端
ORD20240208,2024-03-07,华东,杭州,家具,书柜,13,656.12,8529.56,上海智远
ORD20240469,2024-03-07,华东,苏州,电子产品,平板,7,2817.31,19721.17,孙八
ORD20240124,2024-03-08,西南,昆明,家具,办公桌,18,752.57,13546.26,钱七
ORD20240212,2024-03-08,华南,广州,办公用品,打印纸,20,36.13,722.6,上海智远
ORD20240445,2024-03-09,华南,深圳,办公用品,打印纸,17,35.57,604.69,深圳云端
ORD20240268,2024-03-09,西南,重庆,办公用品,打印纸,14,37.43,524.02,钱七
ORD20240081,2024-03-10,华中,武汉,家具,办公桌,14,733.43,10268.02,杭州锐意
ORD20240453,2024-03-12,西南,昆明,办公用品,签字笔,4,4.59,18.36,李四
ORD20240360,2024-03-12,华中,武汉,办公用品,签字笔,6,5.19,31.14,钱七
ORD20240114,2024-03-13,华北,天津,电子产品,手机,9,3912.2,35209.8,李四
ORD20240443,2024-03-13,华南,广州,电子产品,手机,2,3739.06,7478.12,成都天启
ORD20240349,2024-03-14,华东,杭州,家具,办公桌,19,873.84,16602.96,广州盛达
ORD20240182,2024-03-14,华南,厦门,家具,书柜,6,582.12,3492.72,上海智远
ORD20240128,2024-03-15,华南,深圳,家具,沙发,18,2846.24,51232.32,周九
ORD20240207,2024-03-17,华东,苏州,家具,书柜,20,626.85,12537.0,孙八
ORD20240458,2024-03-17,华北,天津,电子产品,手机,15,3628.99,54434.85,张三
ORD20240254,2024-03-19,华北,北京,家具,办公桌,17,853.02,14501.34,钱七
ORD20240016,2024-03-19,华北,石家庄,家具,办公桌,4,840.93,3363.72,深圳云端
ORD20240211,2024-03-20,华北,北京,家具,沙发,5,2815.2,14076.0,李四
ORD20240046,2024-03-20,华东,杭州,家具,办公桌,18,862.35,15522.3,钱七
ORD20240110,2024-03-21,华东,杭州,办公用品,签字笔,3,4.76,14.28,赵六
ORD20240482,2024-03-23,华南,深圳,电子产品,笔记本电脑,13,5325.99,69237.87,成都天启
ORD20240009,2024-03-24,华北,北京,家具,书柜,12,594.41,7132.92,孙八
ORD20240053,2024-03-24,西南,昆明,办公用品,签字笔,8,5.43,43.44,广州盛达
ORD20240213,2024-03-25,西南,成都,电子产品,手机,20,4051.82,81036.4,成都天启
ORD20240434,2024-03-26,华东,苏州,家具,书柜,19,546.65,10386.35,孙八
ORD20240337,2024-03-27,西南,昆明,办公用品,订书机,12,24.8,297.6,王五
ORD20240494,2024-03-29,华中,郑州,办公用品,签字笔,15,4.62,69.3,王五
ORD20240322,2024-03-30,华北,天津,家具,书柜,19,547.31,10398.89,深圳云端
ORD20240473,2024-03-30,华南,广州,办公用品,文件夹,19,11.34,215.46,周九
ORD20240197,2024-03-31,华北,天津,电子产品,手机,3,3877.82,11633.46,广州盛达
ORD20240465,2024-03-31,华东,杭州,办公用品,订书机,6,24.27,145.62,赵六
ORD20240436,2024-04-01,华东,杭州,电子产品,显示器,5,1167.35,5836.75,杭州锐意
ORD20240237,2024-04-02,华中,长沙,电子产品,显示器,20,1098.94,21978.8,北京华信
ORD20240387,2024-04-03,华东,杭州,家具,办公桌,4,758.17,3032.68,孙八
ORD20240484,2024-04-07,华中,长沙,电子产品,笔记本电脑,7,5061.38,35429.66,周九
ORD20240161,2024-04-07,华南,厦门,办公用品,文件夹,9,10.95,98.55,李四
ORD20240069,2024-04-09,华北,天津,办公用品,打印纸,19,34.69,659.11,成都天启
ORD20240382,2024-04-11,华北,北京,办公用品,订书机,20,24.48,489.6,吴十
ORD20240460,2024-04-12,西南,成都,电子产品,平板,14,2539.17,35548.38,深圳云端
ORD20240495,2024-04-13,华北,北京,电子产品,笔记本电脑,14,5415.71,75819.94,杭州锐意
ORD20240408,2024-04-13,华北,天津,家具,办公桌,14,878.69,12301.66,成都天启
ORD20240333,2024-04-14,西南,成都,办公用品,订书机,11,26.31,289.41,孙八
ORD20240326,2024-04-14,西南,昆明,办公用品,签字笔,9,4.89,44.01,孙八
ORD20240487,2024-04-15,华东,南京,办公用品,订书机,1,23.5,23.5,王五
ORD20240163,2024-04-16,华南,广州,电子产品,手机,18,3472.14,62498.52,上海智远
ORD20240405,2024-04-18,华南,广州,办公用品,订书机,14,23.59,330.26,吴十
ORD20240183,2024-04-20,西南,成都,电子产品,笔记本电脑,17,5050.93,85865.81,周九
ORD20240310,2024-04-21,华南,厦门,电子产品,显示器,1,1141.07,1141.07,上海智远
ORD20240002,2024-04-21,华中,武汉,办公用品,订书机,3,22.66,67.98,赵六
ORD20240036,2024-04-21,华中,郑州,办公用品,订书机,10,23.27,232.7,张三
ORD20240147,2024-04-22,华东,苏州,家具,人体工学椅,12,1532.12,18385.44,深圳云端
ORD20240303,2024-04-22,华南,厦门,电子产品,平板,8,2531.12,20248.96,王五
ORD20240374,2024-04-23,西南,重庆,家具,办公桌,9,721.69,6495.21,北京华信
ORD20240475,2024-04-23,西南,昆明,电子产品,手机,20,3877.82,77556.4,深圳云端
ORD20240056,2024-04-24,华北,天津,家具,书柜,8,638.46,5107.68,张三
ORD20240179,2024-04-24,华南,深圳,电子产品,手机,16,3537.59,56601.44,杭州锐意
ORD20240249,2024-04-24,华北,石家庄,办公用品,签字笔,17,5.29,89.93,李四
ORD20240289,2024-04-25,华南,广州,电子产品,手机,17,3604.27,61272.59,深圳云端
ORD20240126,2024-04-25,华北,天津,办公用品,打印纸,3,35.37,106.11,杭州锐意
ORD20240026,2024-04-27,华北,北京,电子产品,平板,18,2350.94,42316.92,上海智远
ORD20240012,2024-04-27,华中,武汉,办公用品,文件夹,2,12.82,25.64,杭州锐意
ORD20240347,2024-04-27,西南,昆明,家具,办公桌,2,863.17,1726.34,赵六
ORD20240447,2024-04-29,华南,深圳,家具,书柜,9,578.17,5203.53,李四
ORD20240196,2024-04-30,华东,杭州,家具,书柜,5,627.29,3136.45,李四
ORD20240476,2024-05-01,华中,武汉,家具,人体工学椅,3,1449.35,4348.05,孙八
ORD20240224,2024-05-01,华北,北京,办公用品,订书机,10,23.06,230.6,钱七
ORD20240485,2024-05-01,华中,郑州,办公用品,文件夹,10,12.39,123.9,李四
ORD20240446,2024-05-01,西南,成都,办公用品,打印纸,5,34.54,172.7,钱七
ORD20240041,2024-05-02,华中,郑州,家具,书柜,11,564.51,6209.61,钱七
ORD20240125,2024-05-02,西南,昆明,家具,办公桌,20,724.62,14492.4,成都天启
ORD20240226,2024-05-03,华东,苏州,办公用品,打印纸,19,35.92,682.48,成都天启
ORD20240330,2024-05-04,华北,北京,办公用品,打印纸,16,36.73,587.68,成都天启
ORD20240014,2024-05-06,西南,重庆,办公用品,订书机,5,23.21,116.05,成都天启
ORD20240401,2024-05-06,华北,石家庄,电子产品,手机,11,3531.15,38842.65,广州盛达
ORD20240031,2024-05-07,华东,上海,家具,书柜,4,636.07,2544.28,赵六
ORD20240419,2024-05-07,西南,重庆,电子产品,手机,3,3630.5,10891.5,北京华信
ORD20240244,2024-05-07,华东,杭州,办公用品,文件夹,9,11.76,105.84,李四
ORD20240217,2024-05-08,华中,长沙,电子产品,手机,5,4028.96,20144.8,张三
ORD20240060,2024-05-10,华中,郑州,电子产品,显示器,7,1295.88,9071.16,张三
ORD20240336,2024-05-11,西南,昆明,电子产品,显示器,11,1212.15,13333.65,广州盛达
ORD20240334,2024-05-13,华南,深圳,电子产品,手机,1,3983.35,3983.35,北京华信
ORD20240058,2024-05-13,华中,长沙,办公用品,文件夹,4,13.05,52.2,王五
ORD20240019,2024-05-14,华南,广州,家具,沙发,1,2794.89,2794.89,北京华信
ORD20240245,2024-05-14,华东,杭州,家具,沙发,4,3248.13,12992.52,广州盛达
ORD20240153,2024-05-15,西南,昆明,家具,办公桌,1,846.51,846.51,北京华信
ORD20240258,2024-05-15,华中,武汉,电子产品,笔记本电脑,19,5000.01,95000.19,深圳云端
ORD20240043,2024-05-15,华中,郑州,电子产品,笔记本电脑,17,5541.4,94203.8,王五
ORD20240464,2024-05-16,华中,武汉,电子产品,笔记本电脑,8,5222.64,41781.12,北京华信
ORD20240018,2024-05-16,华南,厦门,电子产品,笔记本电脑,18,5699.88,102597.84,广州盛达
ORD20240490,2024-05-17,西南,成都,家具,沙发,8,2979.03,23832.24,上海智远
ORD20240288,2024-05-18,华南,厦门,家具,人体工学椅,18,1410.62,25391.16,北京华信
ORD20240011,2024-05-18,华北,石家庄,办公用品,签字笔,13,4.66,60.58,深圳云端
ORD20240437,2024-05-18,华东,苏州,电子产品,平板,11,2469.1,27160.1,杭州锐意
ORD20240296,2024-05-19,华中,郑州,家具,人体工学椅,15,1605.32,24079.8,赵六
ORD20240341,2024-05-20,西南,成都,电子产品,显示器,17,1082.84,18408.28,北京华信
ORD20240103,2024-05-20,华南,广州,家具,办公桌,5,833.28,4166.4,张三
ORD20240361,2024-05-21,华南,深圳,家具,人体工学椅,14,1368.98,19165.72,周九
ORD20240101,2024-05-21,华中,郑州,电子产品,手机,16,3584.45,57351.2,成都天启
ORD20240383,2024-05-22,华中,长沙,家具,办公桌,7,832.76,5829.32,广州盛达
ORD20240118,2024-05-22,华南,厦门,电子产品,手机,15,3777.58,56663.7,王五
ORD20240255,2024-05-25,华北,北京,家具,人体工学椅,17,1453.81,24714.77,杭州锐意
ORD20240295,2024-05-25,华南,厦门,办公用品,打印纸,11,38.0,418.0,吴十
ORD20240035,2024-05-26,西南,成都,家具,书柜,15,651.18,9767.7,周九
ORD20240234,2024-05-26,西南,昆明,家具,书柜,7,544.39,3810.73,孙八
ORD20240284,2024-05-27,华北,北京,家具,书柜,10,566.98,5669.8,成都天启
ORD20240389,2024-05-27,华北,天津,办公用品,签字笔,16,5.05,80.8,王五
ORD20240178,2024-05-27,华东,苏州,家具,沙发,2,3220.86,6441.72,上海智远
ORD20240259,2024-05-28,华北,石家庄,家具,办公桌,18,799.69,14394.42,深圳云端
ORD20240399,2024-05-28,华中,长沙,办公用品,签字笔,10,4.82,48.2,上海智远
ORD20240189,2024-05-28,华东,杭州,家具,人体工学椅,9,1580.2,14221.8,孙八
ORD20240192,2024-05-28,西南,成都,家具,沙发,14,3044.04,42616.56,李四
ORD20240392,2024-05-29,西南,重庆,电子产品,笔记本电脑,8,5571.94,44575.52,张三
ORD20240172,2024-05-30,华中,郑州,家具,沙发,17,3296.78,56045.26,吴十
ORD20240481,2024-05-30,华北,北京,家具,办公桌,2,847.87,1695.74,张三
ORD20240149,2024-05-31,西南,成都,办公用品,文件夹,3,12.56,37.68,孙八
ORD20240102,2024-05-31,华中,郑州,办公用品,文件夹,7,13.15,92.05,赵六
ORD20240145,2024-05-31,西南,成都,电子产品,显示器,19,1217.26,23127.94,成都天启
ORD20240078,2024-06-01,华中,郑州,电子产品,显示器,12,1194.48,14333.76,广州盛达
ORD20240248,2024-06-02,华南,厦门,家具,办公桌,10,808.0,8080.0,杭州锐意
ORD20240045,2024-06-02,华南,厦门,办公用品,打印纸,18,36.18,651.24,深圳云端
ORD20240329,2024-06-04,华中,武汉,家具,人体工学椅,11,1610.84,17719.24,张三
ORD20240238,2024-06-05,华南,深圳,电子产品,笔记本电脑,10,5310.71,53107.1,吴十
ORD20240051,2024-06-06,华南,厦门,办公用品,签字笔,2,4.93,9.86,孙八
ORD20240148,2024-06-07,华北,石家庄,家具,人体工学椅,2,1538.47,3076.94,广州盛达
ORD20240428,2024-06-07,华北,北京,办公用品,文件夹,3,11.74,35.22,成都天启
ORD20240233,2024-06-07,华南,广州,电子产品,手机,11,4093.2,45025.2,北京华信
ORD20240200,2024-06-07,华南,深圳,办公用品,打印纸,3,33.96,101.88,吴十
ORD20240059,2024-06-09,华中,长沙,电子产品,笔记本电脑,12,5606.23,67274.76,周九
ORD20240100,2024-06-10,西南,重庆,家具,书柜,7,567.66,3973.62,李四
ORD20240013,2024-06-10,华东,南京,家具,书柜,19,547.94,10410.86,赵六
ORD20240320,2024-06-12,华东,杭州,办公用品,文件夹,19,11.36,215.84,上海智远
ORD20240274,2024-06-12,华北,石家庄,办公用品,签字笔,20,4.83,96.6,王五
ORD20240331,2024-06-13,华中,郑州,电子产品,显示器,18,1299.63,23393.34,广州盛达
ORD20240139,2024-06-15,华东,苏州,电子产品,平板,2,2809.78,5619.56,广州盛达
ORD20240094,2024-06-15,西南,成都,家具,沙发,16,2901.84,46429.44,王五
ORD20240366,2024-06-15,华南,厦门,办公用品,订书机,8,27.34,218.72,周九
ORD20240335,2024-06-17,华中,郑州,办公用品,订书机,7,23.98,167.86,赵六
ORD20240300,2024-06-17,华北,北京,家具,沙发,9,2841.31,25571.79,钱七
ORD20240099,2024-06-18,华中,郑州,家具,沙发,18,3297.98,59363.64,孙八
ORD20240027,2024-06-18,华北,北京,电子产品,笔记本电脑,2,5201.84,10403.68,李四
ORD20240067,2024-06-20,华北,石家庄,电子产品,平板,20,2608.04,52160.8,李四
ORD20240151,2024-06-22,华南,广州,家具,沙发,10,3280.43,32804.3,广州盛达
ORD20240352,2024-06-23,华南,广州,电子产品,显示器,3,1135.71,3407.13,上海智远
ORD20240499,2024-06-25,华东,上海,办公用品,打印纸,18,37.0,666.0,周九
ORD20240286,2024-06-25,华南,深圳,电子产品,显示器,13,1294.98,16834.74,广州盛达
ORD20240230,2024-06-25,西南,重庆,家具,办公桌,3,777.14,2331.42,赵六
ORD20240287,2024-06-26,华北,天津,电子产品,平板,3,2836.76,8510.28,吴十
ORD20240377,2024-06-27,华南,深圳,电子产品,笔记本电脑,5,5864.45,29322.25,钱七
ORD20240119,2024-06-27,华中,长沙,办公用品,订书机,16,27.35,437.6,周九
ORD20240057,2024-06-28,华北,天津,家具,书柜,9,643.72,5793.48,深圳云端
ORD20240343,2024-06-30,华中,武汉,电子产品,手机,9,3891.03,35019.27,钱七
ORD20240358,2024-06-30,华中,郑州,办公用品,订书机,3,23.02,69.06,北京华信
ORD20240451,2024-07-01,华中,武汉,电子产品,平板,8,2417.13,19337.04,周九
ORD20240242,2024-07-04,西南,成都,电子产品,笔记本电脑,12,5209.59,62515.08,周九
ORD20240210,2024-07-04,华中,武汉,办公用品,订书机,1,25.04,25.04,钱七
ORD20240015,2024-07-04,华中,郑州,家具,沙发,13,3238.69,42102.97,赵六
ORD20240007,2024-07-04,华东,苏州,电子产品,平板,20,2771.29,55425.8,上海智远
ORD20240276,2024-07-07,西南,昆明,办公用品,文件夹,1,11.94,11.94,孙八
ORD20240098,2024-07-07,华北,天津,办公用品,签字笔,19,4.81,91.39,吴十
ORD20240236,2024-07-07,西南,重庆,家具,人体工学椅,16,1498.86,23981.76,广州盛达
ORD20240262,2024-07-08,华南,厦门,家具,书柜,5,657.04,3285.2,北京华信
ORD20240489,2024-07-08,华南,广州,办公用品,订书机,13,23.42,304.46,王五
ORD20240243,2024-07-09,华中,武汉,办公用品,签字笔,12,5.18,62.16,吴十
ORD20240454,2024-07-09,华东,上海,电子产品,手机,13,3570.58,46417.54,深圳云端
ORD20240313,2024-07-11,西南,重庆,家具,沙发,13,3221.77,41883.01,李四
ORD20240345,2024-07-12,华南,厦门,电子产品,笔记本电脑,13,5052.85,65687.05,北京华信
ORD20240355,2024-07-13,华东,南京,电子产品,笔记本电脑,5,5040.24,25201.2,成都天启
ORD20240216,2024-07-14,华北,天津,办公用品,订书机,10,24.81,248.1,北京华信
ORD20240141,2024-07-14,华中,郑州,电子产品,手机,20,3553.05,71061.0,上海智远
ORD20240144,2024-07-15,西南,昆明,家具,沙发,7,3207.18,22450.26,杭州锐意
ORD20240388,2024-07-15,华北,石家庄,家具,沙发,19,3057.86,58099.34,周九
ORD20240418,2024-07-15,华北,北京,电子产品,手机,19,3991.86,75845.34,孙八
ORD20240157,2024-07-17,西南,成都,电子产品,手机,5,4094.32,20471.6,吴十
ORD20240205,2024-07-17,华中,郑州,电子产品,平板,10,2533.88,25338.8,周九
ORD20240350,2024-07-18,西南,成都,家具,人体工学椅,19,1519.19,28864.61,深圳云端
ORD20240077,2024-07-18,华南,厦门,家具,沙发,14,2737.36,38323.04,广州盛达
ORD20240385,2024-07-19,华南,厦门,家具,书柜,20,611.64,12232.8,上海智远
ORD20240314,2024-07-20,华中,武汉,办公用品,文件夹,18,11.08,199.44,北京华信
ORD20240271,2024-07-20,华中,郑州,办公用品,打印纸,4,32.4,129.6,孙八
ORD20240365,2024-07-22,华北,天津,家具,人体工学椅,6,1493.7,8962.2,孙八
ORD20240425,2024-07-22,华东,上海,家具,人体工学椅,2,1361.95,2723.9,北京华信
ORD20240235,2024-07-23,华东,南京,家具,办公桌,14,847.89,11870.46,成都天启
ORD20240194,2024-07-24,华南,广州,家具,办公桌,19,758.93,14419.67,北京华信
ORD20240272,2024-07-24,华南,厦门,家具,人体工学椅,17,1409.72,23965.24,北京华信
ORD20240039,2024-07-25,华北,北京,办公用品,打印纸,8,36.23,289.84,李四
ORD20240064,2024-07-26,西南,昆明,办公用品,签字笔,10,5.12,51.2,北京华信
ORD20240381,2024-07-26,华中,武汉,家具,沙发,8,3275.08,26200.64,深圳云端
ORD20240459,2024-07-29,华中,郑州,办公用品,签字笔,16,5.15,82.4,北京华信
ORD20240120,2024-07-29,华南,深圳,办公用品,打印纸,11,37.5,412.5,成都天启
ORD20240054,2024-07-29,华北,天津,电子产品,手机,11,3979.79,43777.69,广州盛达
ORD20240132,2024-07-29,西南,重庆,电子产品,手机,8,3854.57,30836.56,张三
ORD20240174,2024-07-30,华中,郑州,电子产品,显示器,8,1188.37,9506.96,孙八
ORD20240280,2024-07-30,华东,杭州,电子产品,显示器,5,1155.29,5776.45,成都天启
ORD20240444,2024-07-30,华南,广州,电子产品,手机,17,4101.94,69732.98,成都天启
ORD20240391,2024-07-31,华北,天津,办公用品,订书机,16,24.55,392.8,成都天启
ORD20240076,2024-07-31,华北,北京,家具,人体工学椅,3,1561.93,4685.79,周九
ORD20240186,2024-07-31,华南,深圳,办公用品,订书机,15,24.93,373.95,钱七
ORD20240158,2024-07-31,华南,厦门,办公用品,订书机,5,25.44,127.2,深圳云端
ORD20240129,2024-07-31,华北,石家庄,办公用品,签字笔,9,5.36,48.24,孙八
ORD20240293,2024-08-01,华北,石家庄,办公用品,打印纸,6,37.89,227.34,杭州锐意
ORD20240264,2024-08-02,华北,北京,电子产品,平板,20,2831.6,56632.0,赵六
ORD20240003,2024-08-02,华中,郑州,电子产品,手机,18,3964.17,71355.06,赵六
ORD20240492,2024-08-02,华中,武汉,办公用品,打印纸,17,37.39,635.63,北京华信
ORD20240063,2024-08-03,西南,重庆,家具,书柜,7,606.53,4245.71,深圳云端
ORD20240423,2024-08-03,华东,南京,家具,人体工学椅,19,1466.05,27854.95,孙八
ORD20240370,2024-08-04,华北,石家庄,家具,人体工学椅,5,1425.8,7129.0,广州盛达
ORD20240298,2024-08-06,华南,深圳,办公用品,签字笔,13,4.68,60.84,北京华信
ORD20240357,2024-08-08,西南,重庆,家具,办公桌,6,741.2,4447.2,吴十
ORD20240138,2024-08-10,华北,石家庄,办公用品,文件夹,3,13.19,39.57,李四
ORD20240219,2024-08-11,华东,杭州,家具,沙发,5,3243.18,16215.9,李四
ORD20240191,2024-08-11,华北,石家庄,办公用品,文件夹,2,10.97,21.94,张三
ORD20240079,2024-08-11,西南,重庆,办公用品,签字笔,9,4.99,44.91,吴十
ORD20240204,2024-08-12,华南,厦门,电子产品,手机,15,3449.75,51746.25,北京华信
ORD20240396,2024-08-12,华北,天津,电子产品,显示器,3,1143.08,3429.24,杭州锐意
ORD20240378,2024-08-12,华南,深圳,电子产品,显示器,4,1163.59,4654.36,成都天启
ORD20240416,2024-08-13,华北,北京,办公用品,打印纸,6,35.77,214.62,孙八
ORD20240074,2024-08-13,华北,石家庄,家具,沙发,9,3076.05,27684.45,李四
